X,Y,Z,t
1.186,0.678,9.982,5
1.299,0.711,10.177,5
1.321,0.631,10.251,5
1.301,0.494,10.04,5
1.295,0.454,10.04,4
1.216,0.421,10.047,5
1.174,0.436,10.245,5
1.107,0.358,9.82,5
1.077,0.429,9.733,5
0.968,0.455,9.691,5
0.921,0.5,9.983,5
0.826,0.519,10.212,5
0.809,0.427,10.252,5
0.802,0.347,10.138,5
0.826,0.363,9.894,5
0.875,0.357,10.185,5
0.921,0.275,9.95,5
0.969,0.206,9.702,5
1.004,0.075,9.427,5
1.033,-0.01,9.469,5
0.95,0.027,9.571,5
0.885,0.161,9.487,4
0.782,0.382,9.477,5
0.733,0.595,9.315,5
0.749,0.611,9.187,5
0.856,0.561,9.021,5
0.936,0.469,8.951,5
0.988,0.506,9.045,5
0.974,0.659,9.294,5
0.978,0.758,9.441,5
0.964,0.778,9.513,5
0.937,0.803,9.663,5
0.907,0.822,9.779,5
0.881,0.783,9.913,5
0.836,0.788,9.933,5
0.866,0.749,9.91,5
0.886,0.831,9.826,5
0.914,1.024,9.65,5
0.952,1.199,9.416,5
0.963,1.227,9.252,4
0.931,1.222,9.306,5
0.931,1.158,9.573,5
0.98,1.237,9.936,5
1.023,1.361,10.087,5
1.059,1.448,10.001,5
1.033,1.477,9.901,5
1.037,1.38,9.96,5
1.076,1.173,9.735,5
1.082,0.977,9.475,5
1.017,0.833,9.399,5
0.949,0.732,9.516,5
0.83,0.814,9.52,5
0.714,0.813,9.395,5
0.609,0.811,9.441,5
0.557,0.797,9.766,5
0.6,0.778,9.826,5
0.64,0.824,10.013,5
0.808,0.847,9.871,4
0.895,0.848,9.952,5
0.898,0.863,9.794,5
0.831,0.887,9.77,5
0.685,0.887,9.554,5
0.55,0.951,9.671,5
0.387,0.935,9.604,5
0.228,0.955,9.588,5
0.184,1.127,9.812,5
0.228,1.34,10.117,5
0.279,1.472,10.3,5
0.428,1.416,10.395,5
0.522,1.21,10.435,5
0.582,1.101,10.696,5
0.638,1.155,10.22,5
0.699,1.25,9.545,5
0.684,1.303,9.363,5
0.644,1.255,9.462,5
0.55,1.29,9.472,4
0.45,1.392,9.365,5
0.369,1.474,9.027,5
0.331,1.575,9.49,5
0.339,1.669,10.041,5
0.347,1.744,10.612,5
0.399,1.742,10.402,5
0.462,1.583,10.131,5
0.481,1.289,10.261,5
0.455,1.011,10.318,5
0.463,0.856,10.074,5
0.463,0.815,9.323,5
0.456,0.848,9.057,5
0.327,0.874,9.037,5
0.226,0.88,9.242,5
0.199,0.978,8.977,5
0.218,1.091,8.853,5
0.275,1.219,8.974,5
0.296,1.294,9.302,4
0.307,1.332,9.823,5
0.311,1.369,9.882,5
0.313,1.237,9.757,5
0.311,1.003,10.129,5
0.328,0.91,10.113,5
0.374,0.877,10.158,5
0.384,0.979,10.234,5
0.355,1.002,10.049,5
0.37,0.946,9.873,5
0.377,0.936,9.892,5
0.323,1.019,9.996,5
0.263,1.238,10.169,5
0.263,1.492,10.005,5
0.289,1.686,10.178,5
0.346,1.677,10.202,5
0.396,1.557,10.29,5
0.43,1.41,10.119,5
0.424,1.229,9.463,4
0.534,1.033,9.064,5
0.613,0.826,9.085,5
0.575,0.673,9.531,5
0.468,0.59,9.78,5
0.347,0.706,9.45,5
0.202,0.898,9.286,5
0.245,0.976,9.618,5
0.348,0.967,9.827,5
0.567,0.904,9.847,5
0.663,0.867,9.797,5
0.64,0.828,9.508,5
0.569,0.765,9.352,5
0.512,0.78,9.347,5
0.462,0.809,9.281,5
0.413,0.849,9.093,5
0.399,0.921,9.097,5
0.332,1.016,9.224,4
0.293,1.087,9.587,5
0.331,1.2,9.793,5
0.333,1.159,9.346,5
0.374,1.181,9.27,5
0.417,1.233,8.884,5
0.462,1.229,9.079,5
0.508,1.099,8.774,5
0.52,0.941,8.573,5
0.504,0.836,8.77,5
0.429,0.878,8.73,5
0.374,1.097,9.173,5
0.358,1.249,9.121,5
0.367,1.218,9.218,5
0.399,1.017,9.239,5
0.539,0.77,9.272,5
0.662,0.63,9.09,5
0.732,0.675,9.209,5
0.74,0.785,9.073,4
0.691,0.844,9.579,5
0.58,0.773,9.324,5
0.478,0.705,9.442,5
0.437,0.613,9.7,5
0.408,0.588,10.034,5
0.468,0.613,10.169,5
0.58,0.669,9.838,5
0.691,0.706,9.683,5
0.757,0.647,9.676,5
0.757,0.589,9.604,5
0.676,0.597,9.588,5
0.569,0.652,9.323,5
0.494,0.793,9.725,5
0.421,0.987,9.812,5
0.396,1.097,10.023,5
0.42,1.129,9.931,5
0.47,1.08,9.669,5
0.514,0.996,9.621,4
0.55,0.941,9.573,5
0.552,1.028,9.84,5
0.465,1.058,9.715,5
0.382,1.084,9.145,5
0.271,1.101,9.198,5
0.138,1.144,9.337,5
0.039,1.212,9.478,5
0.003,1.204,9.646,5
0.021,1.158,9.545,5
0.209,1.151,10.013,5
0.38,1.235,10.316,5
0.549,1.285,10.248,5
0.721,1.254,10.066,5
0.874,1.081,9.707,5
0.945,0.886,9.764,5
0.962,0.708,9.801,5
0.917,0.816,9.776,5
0.854,0.98,9.605,4
0.748,1.178,9.178,5
0.719,1.225,9.217,5
0.789,1.103,9.298,5
0.848,1.061,9.562,5
0.904,1.06,9.504,5
0.97,1.089,9.373,5
0.932,1.108,9.43,5
0.882,0.99,9.77,5
0.816,0.91,9.994,5
0.746,0.954,10.001,5
0.745,1.032,9.644,5
0.76,1.129,9.595,5
0.856,1.055,10.031,5
0.869,0.924,10.24,5
0.852,0.867,10.297,5
0.778,0.828,9.361,5
0.664,0.924,9.157,5
0.546,1.02,9.035,4
0.452,1.129,9.597,5
0.399,1.147,9.696,5
0.34,1.045,9.662,5
0.267,0.967,10.019,5
0.183,0.951,10.476,5
0.17,0.928,10.768,5
0.203,0.916,10.486,5
0.229,0.847,9.856,5
0.274,0.796,9.695,5
0.258,0.82,9.574,5
0.253,0.858,9.626,5
0.221,0.952,9.424,5
0.167,1.128,9.418,5
0.177,1.265,9.492,5
0.252,1.336,9.595,5
0.249,1.392,9.49,5
0.25,1.384,9.648,4
0.233,1.348,9.731,5
0.231,1.292,9.511,5
0.306,1.239,9.611,5
0.398,1.143,9.202,5
0.49,1.073,9.177,5
0.627,0.854,8.765,5
0.705,0.757,8.927,5
0.734,0.798,8.585,5
0.677,0.954,8.582,5
0.633,1.099,8.861,5
0.555,1.194,8.968,5
0.546,1.212,9.229,5
0.554,1.234,9.216,5
0.635,1.329,9.42,5
0.714,1.314,9.659,5
0.794,1.12,9.399,5
0.857,0.916,9.797,5
0.836,0.705,9.88,4
0.769,0.666,9.897,5
0.707,0.674,9.409,5
0.646,0.703,9.172,5
0.6,0.837,9.39,5
0.502,1,10.012,5
0.4,1.23,9.848,5
0.287,1.347,9.806,5
0.195,1.23,9.612,5
0.135,1.039,9.648,5
0.156,0.885,9.98,5
0.226,0.802,9.551,5
0.295,0.814,9.112,5
0.359,0.822,8.662,5
0.38,0.842,8.822,5
0.306,0.869,9.177,5
0.251,0.9,9.118,5
0.197,1.048,9.122,5
0.173,1.19,9.081,4
0.231,1.2,9.504,5
0.396,1.172,9.79,5
0.512,1.133,9.607,5
0.627,1.125,9.747,5
0.718,1.099,9.696,5
0.773,1.008,9.822,5
0.756,0.958,9.629,5
0.688,0.888,9.517,5
0.599,0.902,9.865,5
0.518,0.955,10.163,5
0.498,0.984,10.223,5
0.492,1.041,10.357,5
0.579,1.087,10.443,5
0.712,1.077,10.499,5
0.835,1.043,10.485,5
0.92,0.97,9.945,5
0.905,0.982,9.788,5
0.797,0.963,9.193,4
0.649,0.961,8.941,5
0.457,0.983,8.815,5
0.234,0.972,8.799,5
0.151,1.061,9.396,5
0.132,1.209,9.918,5
0.183,1.213,10.117,5
0.266,1.219,10.427,5
0.357,1.131,10.549,5
0.427,0.99,10.688,5
0.454,0.802,10.499,5
0.498,0.706,10.247,5
0.5,0.615,10.046,5
0.476,0.632,10.713,5
0.394,0.747,10.465,5
0.212,0.835,9.947,5
0.098,0.828,9.149,5
0.178,0.615,8.751,5
0.315,0.438,8.664,4
0.477,0.387,8.884,5
0.594,0.672,9.259,5
0.596,1.191,9.135,5
0.558,1.549,9.097,5
0.565,1.56,9.098,5
0.69,1.227,9.926,5
0.831,0.951,10.565,5
0.944,0.942,10.272,5
1.006,0.977,10.116,5
0.958,0.807,9.848,5
0.788,0.622,9.677,5
0.581,0.48,9.293,5
0.5,0.609,8.494,5
0.4,1.04,8.329,5
0.43,1.315,7.882,5
0.499,1.487,8.513,5
0.547,1.477,9.349,4
0.51,1.529,9.849,5
0.373,1.765,9.437,5
0.36,1.887,9.508,5
0.503,1.543,9.663,5
0.753,1.125,10.231,5
1.043,0.689,10.27,5
1.215,0.554,9.807,5
1.207,0.593,9.818,5
1.139,0.422,9.481,5
1.089,0.206,9.51,5
1.053,-0.03,9.419,5
1.093,-0.057,8.952,5
1.167,0.241,8.391,5
1.206,0.661,8.068,5
1.16,0.978,8.556,5
1.083,1.136,9.258,5
0.968,1.277,9.767,5
1.03,1.379,9.86,4
1.265,1.369,9.625,5
1.624,1.386,9.524,5
1.927,1.249,9.784,5
2.131,0.994,9.982,5
2.041,0.799,9.486,5
1.811,0.585,8.787,5
1.534,0.546,8.779,5
1.208,0.598,9.118,5
1.143,0.719,8.753,5
1.035,0.855,8.669,5
0.927,0.96,8.891,5
0.82,1.111,9.695,5
0.757,1.302,10.118,5
0.763,1.441,9.621,5
0.845,1.393,9.091,5
1.031,1.222,8.826,5
1.215,1.016,8.784,5
1.324,0.881,8.776,4
1.323,0.966,8.723,5
1.256,1.216,8.767,5
1.146,1.352,8.906,5
0.978,1.457,9.578,5
0.893,1.505,10.074,5
0.779,1.453,10.11,5
0.698,1.435,10.53,5
0.63,1.281,10.278,5
0.578,0.962,10.296,5
0.684,0.828,9.973,5
0.712,0.619,9.338,5
0.798,0.312,8.758,5
0.967,0.092,9.033,5
1.056,0.039,8.972,5
1.055,0.273,8.793,5
1.094,0.64,8.784,5
1.117,0.867,8.682,5
1.156,0.976,8.776,4
1.237,0.944,8.73,5
1.316,0.944,9.032,5
1.364,0.932,9.158,5
1.411,0.776,9.386,5
1.453,0.673,9.403,5
1.476,0.592,9.299,5
1.551,0.539,9.806,5
1.496,0.604,10.463,5
1.487,0.649,10.698,5
1.46,0.556,10.615,5
1.374,0.428,10.02,5
1.28,0.306,9.898,5
1.23,0.169,10.318,5
1.137,0.207,11.015,5
1.066,0.359,11.498,5
1.021,0.555,11.06,5
1.052,0.759,10.821,5
1.209,0.982,11.572,4
1.426,1.379,12.255,5
1.633,1.643,12.322,5
1.759,1.501,11.414,5
1.713,1.021,10.622,5
1.613,0.269,9.885,5
1.55,-0.418,8.724,5
1.484,-0.68,7.4,5
1.489,-0.532,7.458,5
1.508,0.029,8.797,5
1.488,0.717,9.974,5
1.462,1.18,9.741,5
1.684,1.302,9.517,5
2.022,1.178,10.581,5
2.326,0.83,11.813,5
2.548,0.231,12.411,5
2.702,-0.38,12.331,5
2.623,-0.659,10.164,4
2.245,-0.552,7.935,5
2.018,-0.348,7.082,5
1.745,-0.001,7.934,5
1.439,0.469,9.524,5
1.348,1.046,9.688,5
1.184,1.673,9.704,5
1.044,1.95,10.722,5
0.919,2.192,11.584,5
0.885,2.138,12.223,5
1.024,1.703,11.854,5
1.216,1.265,12.7,5
1.581,1.078,12.756,5
2.047,1.139,11.069,5
2.517,0.934,9.432,5
2.825,-0.044,9.286,5
2.863,-1.225,10.703,5
2.623,-1.877,10.29,5
2.126,-1.668,8.146,4
1.543,-0.702,5.623,5
0.949,0.649,5.772,5
0.604,1.543,7.948,5
0.507,1.904,10.414,5
0.427,1.895,10.22,5
0.468,1.757,9.228,5
0.584,1.624,9.518,5
0.886,1.319,11.576,5
1.264,0.812,12.009,5
1.61,0.635,9.636,5
1.837,0.192,5.675,5
1.643,-0.132,5.173,5
1.143,-0.182,6.792,5
0.799,0.263,7.907,5
0.417,0.967,7.745,5
0.181,1.396,8.156,5
0.122,1.564,10.028,5
-0.003,1.579,11.129,4
-0.216,1.668,10.912,5
-0.44,1.676,8.889,5
-0.57,1.611,7.692,5
-0.35,1.263,7.384,5
0.06,0.798,8.031,5
0.598,0.395,7.974,5
1.007,0.372,7.883,5
1.111,0.634,7.793,5
0.925,0.919,7.83,5
0.715,1.179,7.462,5
0.499,1.385,7.431,5
0.408,1.552,7.823,5
0.458,1.694,7.95,5
0.534,1.905,7.978,5
0.482,1.999,7.757,5
0.316,1.962,8.063,5
0.142,1.877,8.844,5
0.069,1.643,8.919,4
0.307,1.177,8.581,5
0.706,0.484,8.389,5
1.035,-0.078,8.285,5
1.206,-0.383,8.204,5
1.216,-0.266,7.743,5
1.019,0.047,7.137,5
0.779,0.288,6.968,5
0.578,0.5,7.364,5
0.409,0.774,8.618,5
0.346,1.008,9.159,5
0.357,1.299,9.546,5
0.42,1.487,9.865,5
0.449,1.454,9.877,5
0.541,1.113,9.249,5
0.691,0.941,9.289,5
0.763,0.754,8.715,5
0.719,0.724,8.398,5
0.547,0.79,8.36,4
0.224,0.86,9.305,5
-0.116,0.853,10.116,5
-0.419,0.846,9.887,5
-0.583,0.845,9.728,5
-0.542,0.564,10.584,5
-0.402,0.256,11.69,5
-0.133,0.226,12.252,5
0.178,0.535,12.217,5
0.558,0.906,12.598,5
1.08,0.939,12.875,5
1.533,0.765,12.433,5
1.794,0.387,11.462,5
1.871,-0.021,10.641,5
1.647,-0.182,10.32,5
1.281,-0.055,10.177,5
0.892,-0.031,8.614,5
0.6,-0.028,7.278,4
0.366,0.145,7.372,5
0.174,0.432,8.81,5
0.158,0.821,9.681,5
0.274,1.086,9.088,5
0.635,1.269,10.059,5
1.012,1.225,11.744,5
1.248,1.129,13.745,5
1.538,0.909,14.648,5
1.934,0.765,13.786,5
2.578,0.421,12.283,5
3.47,-0.537,10.74,5
4.25,-1.711,10.666,5
4.449,-2.29,11.189,5
3.7,-1.644,12.16,5
2.738,-0.012,12.88,5
2.406,1.344,12.737,5
1.073,1.342,12.593,5
0.7,1.424,14.044,4
0.897,0.98,13.328,5
1.264,0.499,11.009,5
1.395,0.335,10.256,5
1.51,0.25,11.447,5
1.542,0.118,11.007,5
1.607,-0.048,9.01,5
1.708,-0.125,6.644,5
1.858,0.246,5.782,5
2.039,0.664,7.273,5
2.233,0.721,9.096,5
2.179,0.292,9.165,5
1.777,-0.198,9.024,5
1.198,-0.518,9.867,5
0.517,-0.148,12.886,5
0.087,0.504,13.919,5
0.274,0.853,12.308,5
0.977,0.654,9.91,5
1.772,-0.481,8.229,4
2.483,-2.046,8.081,5
2.295,-2.733,9.403,5
1.737,-1.798,10.145,5
1.357,-0.312,10.127,5
1.297,0.726,9.259,5
0.96,1.143,8.23,5
1.035,1.657,8.827,5
1.177,1.996,9.122,5
1.387,1.763,8.27,5
1.346,1.192,7.103,5
1.242,0.681,7.466,5
1.085,0.658,8.65,5
0.939,1.052,8.883,5
0.863,1.43,8.061,5
0.833,1.374,6.503,5
0.832,0.716,6.403,5
0.912,-0.217,7.202,5
1.044,-0.802,7.948,4
1.106,-0.89,7.585,5
0.873,-0.59,7.723,5
0.579,0.1,7.653,5
0.297,0.864,7.947,5
0.052,1.118,7.415,5
0.14,0.844,6.749,5
0.673,0.327,6.874,5
1.12,0.005,7.026,5
1.43,0.129,6.215,5
1.315,0.468,6.491,5
0.964,0.512,7.853,5
0.532,0.271,8.312,5
0.072,0.048,8.281,5
-0.175,-0.205,8.286,5
-0.08,-0.585,8.902,5
0.265,-0.652,8.548,5
0.676,-0.358,8.802,5
1.007,-0.248,8.75,4
1.06,-0.3,9.103,5
0.984,-0.32,8.266,5
0.766,-0.183,7.622,5
0.607,0.02,6.966,5
0.571,0.151,7.52,5
0.699,0.38,8.727,5
0.865,0.844,9.278,5
1.082,1.325,8.721,5
1.108,1.646,8.447,5
0.888,1.608,9.011,5
0.49,1.314,9.377,5
0.209,1.058,8.223,5
0.115,0.891,7.449,5
0.153,0.664,8.032,5
0.167,0.621,9.091,5
0.191,0.813,9.504,5
0.163,0.931,9.246,5
0.087,0.846,8.894,4
0.012,0.637,9.351,5
0.098,0.484,10,5
0.277,0.566,10.828,5
0.442,0.589,11.034,5
0.554,0.474,11.086,5
0.542,0.222,11.023,5
0.541,0.047,10.445,5
0.598,0.094,10.565,5
0.697,0.133,10.694,5
0.82,0.074,11.543,5
0.904,-0.087,11.951,5
0.93,0.008,11.351,5
0.894,0.296,10.888,5
0.784,0.72,11.083,5
0.595,1.121,11.378,5
0.392,1.257,11.682,5
0.294,1.1,11.344,4
0.269,0.762,11.013,5
0.316,0.579,11.189,5
0.395,0.984,11.324,5
0.427,1.385,11.965,5
0.527,1.615,11.776,5
0.742,1.408,11.772,5
1.048,1.004,11.627,5
1.313,0.744,11.736,5
1.543,0.698,11.768,5
1.556,1.004,11.371,5
1.368,1.37,11.194,5
1.092,1.471,11.641,5
0.69,1.554,12.352,5
0.364,1.471,12.545,5
0.239,1.31,12.359,5
0.182,1.28,12.173,5
0.262,1.149,12.604,5
0.471,1.071,13.09,4
0.736,1.06,13.05,5
1.107,0.913,12.198,5
1.373,0.752,11.243,5
1.533,0.541,10.944,5
1.585,0.502,11.167,5
1.46,0.592,11.425,5
1.25,0.645,10.736,5
0.82,0.68,10.482,5
0.42,0.661,10.678,5
0.268,0.581,10.7,5
0.219,0.545,10.161,5
0.257,0.421,9.486,5
0.427,0.234,8.913,5
0.66,0.111,8.734,5
0.881,0.067,8.978,5
1.101,0.196,8.883,5
1.156,0.49,9.171,5
1.219,0.688,9.256,4
1.209,0.88,9.535,5
1.217,0.906,9.874,5
1.263,0.816,9.811,5
1.242,0.846,9.968,5
1.227,0.827,9.803,5
1.143,0.798,9.582,5
1.132,0.767,9.133,5
1.218,0.676,8.928,5
1.219,0.628,9.224,5
1.242,0.514,9.536,5
1.282,0.466,9.608,5
1.236,0.555,8.909,5
1.225,0.536,8.757,5
1.239,0.513,9.261,5
1.27,0.446,9.328,5
1.32,0.469,8.824,5
1.346,0.526,8.245,5
1.348,0.575,8.011,4
1.381,0.494,8.445,5
1.409,0.407,8.302,5
1.445,0.259,7.965,5
1.438,0.109,7.637,5
1.312,-0.017,7.87,5
1.175,-0.041,8.539,5
1.084,0.033,8.527,5
0.94,0.088,8.161,5
0.807,0.151,8.355,5
0.722,0.048,8.682,5
0.658,-0.171,8.651,5
0.659,-0.337,7.972,5
0.681,-0.542,6.989,5
0.686,-0.523,7.026,5
0.654,-0.342,7.248,5
0.596,-0.026,7.47,5
0.57,0.362,7.38,5
0.637,0.636,7.146,4
0.866,0.738,7.403,5
1.184,0.727,7.99,5
1.335,0.78,7.746,5
1.436,0.954,7.502,5
1.417,1.046,7.428,5
1.347,1.013,7.713,5
1.163,0.937,8.181,5
1.052,0.98,7.892,5
1.052,1.079,7.897,5
1.08,1.161,7.939,5
1.077,1.124,8.429,5
1.1,1.029,8.58,5
1.093,0.945,8.43,5
1.08,0.855,8.307,5
1.059,0.916,8.503,5
1.104,0.974,8.391,5
1.216,1.043,8.435,4
1.317,1.061,8.201,5
1.331,0.956,8.633,5
1.276,0.787,9.24,5
1.183,0.5,9.628,5
1.093,0.226,9.474,5
0.956,-0.081,8.827,5
0.888,-0.428,9.093,5
0.843,-0.652,9.069,5
0.802,-0.801,8.919,5
0.757,-0.773,8.693,5
0.736,-0.604,8.89,5
0.733,-0.453,9.713,5
0.763,-0.196,10.407,5
0.799,-0.039,10.316,5
0.867,0.061,10.281,5
0.914,0.095,10.327,5
0.856,0.024,10.536,5
0.772,0.017,10.486,4
0.618,0.045,10,5
0.5,0.207,9.834,5
0.457,0.35,10.002,5
0.496,0.514,10.165,5
0.544,0.677,10.508,5
0.623,0.821,10.597,5
0.692,0.961,10.738,5
0.739,1.028,10.832,5
0.787,1.059,10.763,5
0.843,1.063,10.59,5
0.895,1.053,10.183,5
0.95,0.962,10.152,5
0.996,0.903,10.8,5
1.083,0.908,10.994,5
1.136,0.978,10.862,5
1.186,1.014,10.797,5
1.186,0.903,11.016,5
1.184,0.734,11.416,4
1.178,0.512,11.495,5
1.201,0.303,11.295,5
1.28,0.16,10.902,5
1.328,0.051,10.502,5
1.351,0.039,10.643,5
1.289,0.065,10.668,5
1.111,-0.098,10.579,5
0.916,-0.383,10.527,5
0.737,-0.555,10.638,5
0.614,-0.575,10.862,5
0.595,-0.386,10.762,5
0.658,-0.107,10.74,5
0.813,-0.069,10.706,5
0.891,-0.215,11.124,5
0.953,-0.421,11.177,5
0.955,-0.596,10.708,5
0.919,-0.557,10.29,5
0.868,-0.451,9.904,4
0.704,-0.263,10.235,5
0.47,-0.069,10.03,5
0.27,0.004,9.303,5
0.16,0.13,8.599,5
0.183,0.224,8.87,5
0.301,0.289,9.279,5
0.486,0.386,9.304,5
0.685,0.516,8.765,5
0.836,0.796,8.88,5
0.904,1.008,9.045,5
0.94,1.056,9.254,5
0.988,0.991,8.936,5
0.996,0.729,8.218,5
1.034,0.415,8.437,5
0.996,0.155,8.873,5
0.917,0.072,9.107,5
0.895,0.134,8.365,5
0.927,0.221,8.237,4
0.973,0.048,9.527,5
1.015,-0.415,10.37,5
1.005,-0.606,10.969,5
0.97,-0.272,9.68,5
0.987,0.377,8.869,5
1.244,0.466,9.172,5
1.522,-0.093,9.341,5
1.511,-1.058,8.788,5
1.246,-1.901,7.018,5
0.949,-1.9,5.065,5
0.809,-1.698,4.145,5
0.79,-1.326,4.689,5
0.74,-0.626,6.659,5
0.759,0.129,7.716,5
0.823,0.536,7.993,5
0.991,0.429,9.28,5
1.184,0.027,10.387,4
1.226,-0.438,11.42,5
1.204,-0.747,10.742,5
1.066,-0.883,8.746,5
0.941,-1.114,6.708,5
0.948,-1.348,5.839,5
0.887,-1.541,5.524,5
0.733,-1.384,6.315,5
0.5,-0.941,6.92,5
0.273,-0.086,7.518,5
0.168,0.949,8.658,5
0.273,1.869,9.966,5
0.393,2.447,11.472,5
0.543,2.513,12.41,5
0.704,2.141,11.349,5
0.904,1.468,9.481,5
1,0.364,8.894,5
1.03,-0.831,9.047,5
1.118,-1.506,7.58,4
1.194,-1.53,5.859,5
0.986,-1.092,5.854,5
0.618,-0.503,7.875,5
0.335,0.084,9.04,5
0.077,0.811,9.198,5
0.011,1.211,8.516,5
0.104,1.226,9.394,5
0.296,1,10.9,5
0.626,0.894,10.773,5
1.023,0.507,9.495,5
1.374,-0.225,8.126,5
1.634,-0.948,8.253,5
1.706,-1.369,8.796,5
1.602,-1.334,9.295,5
1.419,-1.221,8.799,5
1.227,-0.946,9.091,5
1.022,-0.598,9.258,5
0.795,-0.276,10.188,4
0.505,-0.015,10.955,5
0.188,0.168,11.694,5
0.063,0.126,11.155,5
0.083,0.199,10.567,5
0.267,0.23,9.952,5
0.565,0.333,10.383,5
0.911,0.421,10.794,5
1.176,0.397,10.713,5
1.352,0.38,10.456,5
1.282,0.364,10.1,5
1.098,0.415,10.595,5
0.863,0.521,10.857,5
0.658,0.718,10.688,5
0.564,0.969,10.526,5
0.531,1.137,10.39,5
0.448,1.183,11.308,5
0.377,1.133,11.477,5
0.275,1.217,11.424,4
0.286,1.228,11.029,5
0.387,0.944,10.459,5
0.558,0.523,10.681,5
0.809,0.087,9.984,5
0.985,-0.016,9.675,5
1.084,0.056,10.33,5
1.045,0.048,12.06,5
1.142,-0.326,12.671,5
1.389,-0.127,11.465,5
1.836,0.592,10.165,5
2.103,1.216,10.986,5
1.989,1.364,13.717,5
1.826,0.783,14.683,5
1.589,-0.342,11.624,5
1.451,-1.393,7.898,5
1.398,-1.692,6.426,5
1.359,-1.237,8.256,5
1.351,-0.357,10.522,4
1.282,0.429,10.459,5
1.238,0.717,9.565,5
1.164,1.007,9.625,5
1.142,1.188,10.975,5
1.229,1.443,12.089,5
1.498,1.455,10.27,5
1.959,0.927,7.965,5
2.378,-0.082,6.808,5
2.365,-0.861,8.337,5
1.841,-0.866,9.731,5
0.971,0.267,10.497,5
-0.089,1.491,10.077,5
-0.506,1.896,9.955,5
-0.34,1.081,11.168,5
0.217,0.232,11.14,5
0.591,0.086,10.225,5
0.601,0.208,8.861,4
0.299,0.415,8.463,5
-0.059,0.736,8.742,5
-0.311,0.766,8.147,5
-0.319,0.804,7.048,5
-0.156,1.011,6.32,5
0.19,0.816,6.747,5
0.469,0.453,8.41,5
0.466,0.303,9.056,5
0.443,0.345,9.052,5
0.315,0.256,8.436,5
0.043,-0.055,9.048,5
-0.035,-0.564,8.742,5
0.07,-0.799,8.221,5
0.379,-0.976,7.424,5
0.783,-1.401,7.28,5
1.179,-1.843,7.799,5
1.346,-1.933,8.422,5
1.24,-1.681,8.861,4
0.924,-1.113,8.455,5
0.793,-0.54,7.909,5
0.887,-0.489,8.18,5
1.104,-0.305,8.483,5
1.318,-0.063,8.423,5
1.425,0.242,8.455,5
1.467,0.368,8.477,5
1.356,0.273,9.149,5
1.245,0.049,8.964,5
1.173,-0.051,9.071,5
1.116,-0.141,8.908,5
0.937,-0.12,9.244,5
0.74,-0.161,9.17,5
0.539,-0.106,8.819,5
0.368,0.1,8.609,5
0.281,0.271,7.416,5
0.285,0.236,6.875,5
0.349,-0.053,7.208,4
0.281,-0.433,8.71,5
0.002,-0.448,9.407,5
-0.283,0.218,8.951,5
-0.274,1.073,7.917,5
0.034,1.381,8.364,5
0.537,0.963,9.811,5
0.942,0.115,11.233,5
0.888,-0.742,10.225,5
0.667,-0.863,8.498,5
0.471,-1.028,7.049,5
0.363,-1.583,7.066,5
0.221,-2.008,8.315,5
0.06,-2.017,8.234,5
-0.068,-1.55,7.511,5
-0.062,-0.992,7.448,5
0.149,-0.542,9.325,5
0.515,-0.41,11.253,5
0.883,-0.556,11.68,4
1.353,-0.71,11.206,5
1.824,-0.75,10.331,5
2.142,-0.705,9.925,5
2.327,-1.023,9.003,5
2.264,-1.565,7.938,5
1.921,-1.755,7.771,5
1.438,-1.482,7.682,5
0.982,-0.8,8.643,5
0.761,-0.148,9.244,5
0.642,0.124,9.47,5
0.688,0.263,9.809,5
0.823,0.484,10.429,5
0.903,0.935,10.945,5
0.951,1.366,10.476,5
0.948,1.113,9.207,5
1.034,0.371,9.279,5
1.136,-0.524,8.991,5
1.176,-1.094,8.996,4
1.26,-1.264,8.412,5
1.145,-1.144,8.785,5
0.876,-0.842,10.04,5
0.475,-0.445,10.488,5
0.044,-0.05,10.019,5
-0.137,0.187,9.786,5
-0.101,0.201,9.585,5
0.103,0.084,10.536,5
0.447,-0.094,10.384,5
0.783,-0.243,10.071,5
0.94,-0.442,9.617,5
0.968,-0.577,10.193,5
0.856,-0.601,11.02,5
0.743,-0.561,11.047,5
0.769,-0.579,10.084,5
0.835,-0.749,9.15,5
1.014,-0.838,9.183,5
1.051,-0.769,9.789,4
0.91,-0.366,10.019,5
0.796,-0.014,10.202,5
0.74,0.196,10.091,5
0.838,0.36,10.14,5
1.02,0.447,10.017,5
1.225,0.553,10,5
1.439,0.611,9.956,5
1.573,0.568,9.754,5
1.622,0.281,10.005,5
1.591,0.086,10.293,5
1.598,-0.009,10.319,5
1.641,0.068,10.312,5
1.676,0.217,10.091,5
1.74,0.426,10.045,5
1.743,0.673,9.921,5
1.678,0.866,9.279,5
1.567,0.619,8.594,4
1.437,-0.109,9.832,5
1.403,-0.673,11.948,5
1.452,-0.156,11.975,5
1.605,1.396,10.371,5
1.899,2.786,11.245,5
1.795,2.563,13.705,5
1.643,-0.21,13.444,5
1.434,-2.139,10.412,5
1.409,-2.548,9.339,5
1.412,-1.877,9.912,5
1.56,-0.56,11.112,5
1.786,0.654,11.586,5
1.563,1.515,11.677,5
1.017,1.319,11.255,5
0.546,0.291,11.516,5
0.472,-0.724,11.698,5
0.801,-1.118,11.136,5
