X,Y,Z,t
0.505,-0.547,9.73,5
0.489,-0.548,9.563,5
0.513,-0.584,9.532,5
0.54,-0.591,9.649,5
0.532,-0.585,9.7,5
0.497,-0.505,9.603,5
0.471,-0.528,9.488,5
0.464,-0.495,9.487,5
0.472,-0.496,9.579,5
0.458,-0.477,9.675,4
0.444,-0.432,9.663,5
0.435,-0.448,9.608,5
0.454,-0.498,9.553,5
0.505,-0.543,9.575,5
0.532,-0.546,9.607,5
0.56,-0.545,9.685,5
0.509,-0.573,9.549,5
0.511,-0.599,9.51,5
0.505,-0.59,9.552,5
0.489,-0.554,9.69,5
0.493,-0.498,9.726,5
0.442,-0.495,9.605,5
0.435,-0.478,9.534,5
0.485,-0.482,9.638,5
0.468,-0.505,9.675,5
0.479,-0.507,9.741,5
0.464,-0.505,9.64,5
0.477,-0.544,9.478,4
0.528,-0.592,9.545,5
0.543,-0.619,9.683,5
0.555,-0.583,9.688,5
0.52,-0.551,9.542,5
0.53,-0.517,9.51,5
0.509,-0.522,9.548,5
0.482,-0.529,9.662,5
0.472,-0.503,9.691,5
0.451,-0.479,9.582,5
0.473,-0.494,9.508,5
0.487,-0.529,9.555,5
0.527,-0.538,9.718,5
0.509,-0.536,9.741,5
0.509,-0.555,9.635,5
0.5,-0.571,9.502,5
0.51,-0.608,9.582,5
0.55,-0.592,9.743,4
0.522,-0.55,9.761,5
0.5,-0.522,9.642,5
0.476,-0.53,9.46,5
0.473,-0.522,9.552,5
0.498,-0.509,9.733,5
0.483,-0.465,9.658,5
0.457,-0.454,9.589,5
0.474,-0.461,9.509,5
0.493,-0.542,9.581,5
0.535,-0.584,9.694,5
0.528,-0.569,9.695,5
0.496,-0.555,9.603,5
0.508,-0.56,9.519,5
0.517,-0.589,9.516,5
0.527,-0.556,9.65,5
0.489,-0.5,9.68,5
0.446,-0.477,9.636,5
0.455,-0.463,9.542,4
0.458,-0.484,9.529,5
0.459,-0.479,9.652,5
0.469,-0.473,9.7,5
0.498,-0.477,9.704,5
0.475,-0.519,9.556,5
0.479,-0.585,9.494,5
0.48,-0.628,9.536,5
0.535,-0.615,9.659,5
0.51,-0.57,9.656,5
0.5,-0.543,9.546,5
0.482,-0.5,9.49,5
0.486,-0.492,9.579,5
0.474,-0.49,9.735,5
0.45,-0.488,9.677,5
0.44,-0.478,9.501,5
0.452,-0.503,9.483,5
0.493,-0.526,9.615,5
0.5,-0.539,9.704,4
0.509,-0.535,9.656,5
0.504,-0.548,9.493,5
0.521,-0.576,9.467,5
0.513,-0.588,9.573,5
0.523,-0.556,9.708,5
0.495,-0.508,9.694,5
0.477,-0.485,9.528,5
0.46,-0.509,9.447,5
0.458,-0.512,9.538,5
0.468,-0.511,9.755,5
0.466,-0.502,9.746,5
0.454,-0.479,9.59,5
0.458,-0.504,9.49,5
0.495,-0.57,9.548,5
0.516,-0.586,9.725,5
0.533,-0.594,9.749,5
0.506,-0.591,9.555,5
0.527,-0.594,9.484,4
0.514,-0.574,9.553,5
0.495,-0.543,9.676,5
0.49,-0.495,9.678,5
0.418,-0.459,9.553,5
0.442,-0.459,9.542,5
0.462,-0.485,9.592,5
0.487,-0.518,9.701,5
0.483,-0.495,9.677,5
0.503,-0.53,9.627,5
0.505,-0.565,9.518,5
0.518,-0.6,9.536,5
0.533,-0.62,9.633,5
0.499,-0.596,9.663,5
0.507,-0.571,9.571,5
0.496,-0.558,9.486,5
0.483,-0.521,9.512,5
0.481,-0.51,9.64,5
0.485,-0.478,9.696,4
0.46,-0.446,9.638,5
0.432,-0.442,9.507,5
0.453,-0.493,9.53,5
0.499,-0.542,9.628,5
0.536,-0.549,9.726,5
0.512,-0.536,9.509,5
0.513,-0.534,9.516,5
0.528,-0.589,9.537,5
0.566,-0.617,9.65,5
0.549,-0.588,9.72,5
0.522,-0.519,9.665,5
0.471,-0.485,9.471,5
0.46,-0.464,9.499,5
0.474,-0.496,9.624,5
0.45,-0.477,9.684,5
0.456,-0.461,9.672,5
0.457,-0.508,9.556,4
0.494,-0.565,9.519,5
0.517,-0.576,9.581,5
0.515,-0.596,9.631,5
0.528,-0.581,9.6,5
0.522,-0.594,9.497,5
0.512,-0.588,9.494,5
0.525,-0.578,9.522,5
0.484,-0.552,9.617,5
0.477,-0.508,9.686,5
0.454,-0.436,9.636,5
0.456,-0.449,9.574,5
0.459,-0.473,9.661,5
0.462,-0.532,9.851,5
0.47,-0.511,9.644,5
0.485,-0.542,9.505,5
0.513,-0.583,9.567,5
0.543,-0.593,9.596,5
0.53,-0.569,9.626,4
0.519,-0.573,9.672,5
0.483,-0.546,9.603,5
0.455,-0.492,9.534,5
0.451,-0.506,9.561,5
0.457,-0.49,9.659,5
0.458,-0.475,9.685,5
0.429,-0.435,9.598,5
0.438,-0.482,9.542,5
0.452,-0.518,9.555,5
0.494,-0.535,9.671,5
0.483,-0.536,9.667,5
0.503,-0.542,9.61,5
0.546,-0.57,9.537,5
0.524,-0.585,9.49,5
0.519,-0.574,9.579,5
0.514,-0.544,9.683,5
0.488,-0.485,9.635,5
0.463,-0.505,9.52,4
0.464,-0.491,9.53,5
0.453,-0.486,9.694,5
0.458,-0.483,9.687,5
0.47,-0.467,9.625,5
0.444,-0.49,9.554,5
0.485,-0.561,9.585,5
0.529,-0.569,9.682,5
0.533,-0.576,9.655,5
0.511,-0.6,9.535,5
0.511,-0.61,9.514,5
0.513,-0.585,9.54,5
0.513,-0.559,9.625,5
0.506,-0.522,9.674,5
0.464,-0.483,9.646,5
0.436,-0.442,9.517,5
0.449,-0.468,9.533,5
0.463,-0.486,9.617,5
0.47,-0.468,9.705,4
0.476,-0.476,9.689,5
0.471,-0.539,9.548,5
0.519,-0.584,9.489,5
0.526,-0.606,9.604,5
0.523,-0.589,9.641,5
0.503,-0.596,9.615,5
0.474,-0.596,9.564,5
0.476,-0.554,9.553,5
0.435,-0.532,9.603,5
0.43,-0.471,9.672,5
0.411,-0.455,9.629,5
0.414,-0.463,9.546,5
0.443,-0.513,9.564,5
0.469,-0.547,9.595,5
0.489,-0.548,9.591,5
0.474,-0.547,9.62,5
0.515,-0.549,9.507,5
0.521,-0.597,9.544,4
0.521,-0.607,9.589,5
0.53,-0.615,9.653,5
0.504,-0.542,9.639,5
0.46,-0.519,9.563,5
0.474,-0.499,9.511,5
0.428,-0.529,9.577,5
0.445,-0.499,9.724,5
0.442,-0.483,9.739,5
0.41,-0.451,9.589,5
0.429,-0.487,9.529,5
0.483,-0.523,9.518,5
0.515,-0.55,9.652,5
0.51,-0.565,9.68,5
0.506,-0.543,9.559,5
0.501,-0.573,9.487,5
0.475,-0.557,9.569,5
0.482,-0.533,9.653,4
0.471,-0.491,9.684,5
0.437,-0.449,9.63,5
0.429,-0.469,9.59,5
0.412,-0.483,9.607,5
0.445,-0.498,9.633,5
0.44,-0.51,9.691,5
0.445,-0.507,9.672,5
0.473,-0.551,9.584,5
0.481,-0.583,9.543,5
0.52,-0.608,9.586,5
0.514,-0.598,9.64,5
0.489,-0.572,9.63,5
0.475,-0.538,9.551,5
0.461,-0.511,9.514,5
0.482,-0.493,9.614,5
0.472,-0.477,9.644,5
0.479,-0.442,9.692,5
0.451,-0.428,9.57,4
0.465,-0.49,9.52,5
0.458,-0.541,9.555,5
0.523,-0.557,9.706,5
0.494,-0.547,9.649,5
0.502,-0.54,9.545,5
0.53,-0.573,9.518,5
0.558,-0.598,9.637,5
0.542,-0.59,9.71,5
0.495,-0.538,9.666,5
0.482,-0.515,9.518,5
0.464,-0.487,9.497,5
0.468,-0.5,9.57,5
0.458,-0.473,9.689,5
0.466,-0.446,9.715,5
0.453,-0.44,9.602,5
0.463,-0.497,9.533,5
0.491,-0.531,9.595,5
0.507,-0.588,9.652,4
0.531,-0.588,9.647,5
0.516,-0.546,9.591,5
0.529,-0.571,9.538,5
0.515,-0.559,9.531,5
0.499,-0.523,9.614,5
0.463,-0.516,9.641,5
0.443,-0.475,9.623,5
0.469,-0.454,9.549,5
0.45,-0.469,9.606,5
0.47,-0.486,9.667,5
0.465,-0.533,9.647,5
0.483,-0.535,9.611,5
0.483,-0.568,9.535,5
0.501,-0.611,9.492,5
0.532,-0.602,9.579,5
0.56,-0.589,9.658,5
0.508,-0.548,9.539,5
0.503,-0.529,9.497,4
0.485,-0.51,9.528,5
0.485,-0.518,9.596,5
0.483,-0.487,9.705,5
0.451,-0.451,9.698,5
0.454,-0.465,9.546,5
0.465,-0.488,9.521,5
0.505,-0.532,9.628,5
0.512,-0.557,9.647,5
0.513,-0.593,9.669,5
0.494,-0.596,9.534,5
0.512,-0.596,9.523,5
0.523,-0.631,9.551,5
0.509,-0.6,9.658,5
0.497,-0.547,9.633,5
0.468,-0.51,9.531,5
0.43,-0.503,9.515,5
0.45,-0.5,9.62,5
0.438,-0.483,9.661,4
0.448,-0.465,9.713,5
0.456,-0.487,9.601,5
0.465,-0.494,9.526,5
0.509,-0.586,9.56,5
0.522,-0.614,9.609,5
0.523,-0.607,9.643,5
0.487,-0.585,9.563,5
0.506,-0.581,9.547,5
0.505,-0.548,9.529,5
0.505,-0.528,9.684,5
0.483,-0.48,9.713,5
0.433,-0.42,9.582,5
0.432,-0.457,9.548,5
0.445,-0.468,9.597,5
0.468,-0.509,9.686,5
0.446,-0.493,9.723,5
0.451,-0.514,9.602,5
0.493,-0.55,9.527,4
0.507,-0.635,9.544,5
0.56,-0.632,9.638,5
0.526,-0.614,9.671,5
0.497,-0.56,9.582,5
0.486,-0.529,9.494,5
0.471,-0.547,9.511,5
0.482,-0.501,9.649,5
0.462,-0.441,9.71,5
0.442,-0.441,9.65,5
0.447,-0.457,9.546,5
0.458,-0.504,9.508,5
0.49,-0.542,9.63,5
0.502,-0.532,9.703,5
0.49,-0.561,9.682,5
0.514,-0.589,9.565,5
0.52,-0.602,9.526,5
0.525,-0.584,9.564,4
0.49,-0.582,9.638,5
0.489,-0.52,9.671,5
0.434,-0.484,9.501,5
0.449,-0.492,9.515,5
0.457,-0.477,9.588,5
0.443,-0.459,9.723,5
0.436,-0.446,9.69,5
0.441,-0.439,9.578,5
0.478,-0.498,9.535,5
0.516,-0.546,9.635,5
0.498,-0.576,9.609,5
0.506,-0.576,9.612,5
0.508,-0.586,9.488,5
0.524,-0.608,9.507,5
0.503,-0.572,9.603,5
0.46,-0.521,9.639,5
0.441,-0.488,9.645,5
0.418,-0.46,9.58,4
0.421,-0.44,9.507,5
0.445,-0.462,9.561,5
0.46,-0.47,9.743,5
0.484,-0.5,9.686,5
0.465,-0.515,9.589,5
0.499,-0.598,9.52,5
0.529,-0.623,9.533,5
0.556,-0.649,9.64,5
0.539,-0.612,9.645,5
0.506,-0.578,9.595,5
0.496,-0.567,9.494,5
0.473,-0.546,9.517,5
0.47,-0.487,9.658,5
0.461,-0.449,9.689,5
0.462,-0.427,9.581,5
0.445,-0.447,9.541,5
0.464,-0.509,9.61,5
0.495,-0.537,9.689,4
0.509,-0.533,9.654,5
0.526,-0.541,9.658,5
0.542,-0.583,9.582,5
0.558,-0.628,9.535,5
0.568,-0.624,9.625,5
0.529,-0.577,9.739,5
0.481,-0.55,9.651,5
0.464,-0.506,9.5,5
0.455,-0.475,9.513,5
0.481,-0.475,9.678,5
0.453,-0.466,9.702,5
0.435,-0.463,9.637,5
0.433,-0.491,9.546,5
0.463,-0.491,9.516,5
0.51,-0.555,9.617,5
0.523,-0.597,9.63,5
0.519,-0.601,9.612,5
0.519,-0.604,9.549,4
0.544,-0.6,9.517,5
0.532,-0.589,9.533,5
0.521,-0.555,9.657,5
0.472,-0.464,9.605,5
0.46,-0.429,9.562,5
0.464,-0.46,9.554,5
0.475,-0.5,9.663,5
0.481,-0.497,9.696,5
0.473,-0.495,9.689,5
0.473,-0.538,9.605,5
0.487,-0.589,9.582,5
0.529,-0.619,9.6,5
0.539,-0.622,9.67,5
0.528,-0.575,9.646,5
0.501,-0.551,9.562,5
0.487,-0.53,9.494,5
0.489,-0.502,9.55,5
0.494,-0.482,9.693,4
0.443,-0.472,9.654,5
0.426,-0.435,9.572,5
0.426,-0.449,9.517,5
0.427,-0.506,9.519,5
0.475,-0.515,9.688,5
0.49,-0.532,9.689,5
0.49,-0.555,9.63,5
0.484,-0.564,9.489,5
0.534,-0.61,9.548,5
0.562,-0.609,9.672,5
0.52,-0.587,9.705,5
0.487,-0.541,9.556,5
0.482,-0.499,9.469,5
0.451,-0.46,9.532,5
0.45,-0.465,9.669,5
0.437,-0.448,9.663,5
0.434,-0.455,9.624,4
0.448,-0.485,9.547,5
0.48,-0.548,9.582,5
0.508,-0.577,9.638,5
0.529,-0.572,9.669,5
0.502,-0.551,9.6,5
0.508,-0.583,9.516,5
0.548,-0.62,9.51,5
0.535,-0.616,9.597,5
0.529,-0.561,9.667,5
0.469,-0.486,9.63,5
0.455,-0.45,9.561,5
0.447,-0.464,9.55,5
0.442,-0.497,9.646,5
0.445,-0.501,9.653,5
0.435,-0.478,9.604,5
0.444,-0.509,9.521,5
0.493,-0.546,9.527,5
0.524,-0.586,9.569,4
0.519,-0.585,9.637,5
0.51,-0.558,9.643,5
0.511,-0.545,9.557,5
0.496,-0.543,9.523,5
0.469,-0.499,9.547,5
0.467,-0.499,9.623,5
0.441,-0.437,9.713,5
0.421,-0.429,9.584,5
0.425,-0.481,9.515,5
0.438,-0.521,9.627,5
0.456,-0.514,9.668,5
0.455,-0.504,9.647,5
0.486,-0.546,9.589,5
0.498,-0.58,9.542,5
0.536,-0.584,9.558,5
0.55,-0.604,9.624,5
0.525,-0.567,9.655,5
0.482,-0.513,9.583,4
0.462,-0.503,9.53,5
0.463,-0.499,9.521,5
0.479,-0.504,9.661,5
0.458,-0.472,9.699,5
0.452,-0.464,9.562,5
0.456,-0.469,9.538,5
0.491,-0.563,9.535,5
0.488,-0.586,9.609,5
0.489,-0.597,9.61,5
0.483,-0.584,9.579,5
0.505,-0.593,9.539,5
0.527,-0.591,9.528,5
0.503,-0.567,9.591,5
0.483,-0.526,9.647,5
0.458,-0.461,9.584,5
0.443,-0.467,9.581,5
0.455,-0.468,9.525,5
0.483,-0.482,9.592,4
0.477,-0.489,9.677,5
0.455,-0.491,9.708,5
0.482,-0.534,9.616,5
0.51,-0.597,9.549,5
0.507,-0.625,9.57,5
0.515,-0.615,9.663,5
0.52,-0.57,9.649,5
0.512,-0.544,9.555,5
0.501,-0.555,9.544,5
0.481,-0.544,9.617,5
0.461,-0.516,9.683,5
0.451,-0.472,9.677,5
0.454,-0.478,9.532,5
0.432,-0.511,9.494,5
0.49,-0.52,9.595,5
0.504,-0.541,9.683,5
0.502,-0.544,9.691,5
0.533,-0.558,9.524,4
0.508,-0.557,9.473,5
0.549,-0.62,9.557,5
0.511,-0.595,9.699,5
0.513,-0.559,9.673,5
0.479,-0.533,9.58,5
0.458,-0.516,9.524,5
0.486,-0.487,9.584,5
0.475,-0.504,9.687,5
0.481,-0.489,9.73,5
0.468,-0.489,9.616,5
0.445,-0.51,9.538,5
0.489,-0.544,9.54,5
0.515,-0.577,9.596,5
0.515,-0.564,9.602,5
0.507,-0.555,9.528,5
0.499,-0.56,9.524,5
0.54,-0.546,9.582,4
0.504,-0.517,9.62,5
0.472,-0.504,9.705,5
0.473,-0.498,9.62,5
0.466,-0.486,9.576,5
0.474,-0.46,9.664,5
0.466,-0.506,9.699,5
0.479,-0.507,9.73,5
0.475,-0.49,9.65,5
0.479,-0.544,9.506,5
0.518,-0.58,9.51,5
0.529,-0.596,9.62,5
0.535,-0.579,9.705,5
0.491,-0.544,9.587,5
0.491,-0.534,9.485,5
0.51,-0.507,9.552,5
0.491,-0.522,9.621,5
0.481,-0.482,9.649,5
0.454,-0.457,9.611,4
0.463,-0.445,9.518,5
0.478,-0.481,9.541,5
0.503,-0.522,9.666,5
0.499,-0.538,9.708,5
0.489,-0.563,9.589,5
0.521,-0.583,9.503,5
0.559,-0.576,9.538,5
0.543,-0.578,9.634,5
0.54,-0.555,9.722,5
0.499,-0.539,9.643,5
0.478,-0.503,9.543,5
0.487,-0.491,9.517,5
0.462,-0.486,9.577,5
0.458,-0.502,9.635,5
0.457,-0.488,9.668,5
0.461,-0.501,9.605,5
0.483,-0.539,9.494,5
0.479,-0.574,9.56,4
0.519,-0.571,9.644,5
0.513,-0.55,9.637,5
0.489,-0.568,9.528,5
0.49,-0.612,9.526,5
0.516,-0.597,9.566,5
0.494,-0.563,9.645,5
0.457,-0.499,9.617,5
0.432,-0.472,9.54,5
0.458,-0.444,9.56,5
0.446,-0.494,9.621,5
0.451,-0.498,9.654,5
0.465,-0.51,9.648,5
0.453,-0.509,9.55,5
0.499,-0.534,9.569,5
0.518,-0.583,9.558,5
0.524,-0.62,9.652,5
0.526,-0.573,9.644,5
0.505,-0.546,9.565,4
0.495,-0.55,9.533,5
0.46,-0.539,9.586,5
0.475,-0.49,9.629,5
0.438,-0.457,9.654,5
0.434,-0.484,9.629,5
0.446,-0.468,9.532,5
0.49,-0.498,9.567,5
0.493,-0.509,9.666,5
0.503,-0.531,9.668,5
0.499,-0.529,9.629,5
0.506,-0.536,9.552,5
0.524,-0.559,9.497,5
0.543,-0.589,9.582,5
0.517,-0.558,9.64,5
0.481,-0.52,9.79,5
0.458,-0.48,9.499,5
0.461,-0.488,9.523,5
0.458,-0.5,9.655,4
0.447,-0.473,9.706,5
0.433,-0.453,9.643,5
0.46,-0.494,9.551,5
0.474,-0.535,9.552,5
0.524,-0.586,9.594,5
0.53,-0.579,9.669,5
0.503,-0.59,9.635,5
0.503,-0.589,9.55,5
0.503,-0.576,9.537,5
0.486,-0.593,9.573,5
0.474,-0.544,9.608,5
0.473,-0.464,9.629,5
0.448,-0.416,9.569,5
0.437,-0.464,9.518,5
0.448,-0.483,9.536,5
0.463,-0.505,9.631,5
0.488,-0.525,9.692,4
0.453,-0.541,9.643,5
0.476,-0.559,9.568,5
0.518,-0.613,9.564,5
0.541,-0.615,9.667,5
0.534,-0.609,9.621,5
0.519,-0.558,9.568,5
0.494,-0.545,9.57,5
0.484,-0.508,9.548,5
0.459,-0.475,9.622,5
0.451,-0.443,9.656,5
0.447,-0.41,9.577,5
0.466,-0.439,9.592,5
0.499,-0.508,9.588,5
0.514,-0.534,9.661,5
0.515,-0.535,9.684,5
0.498,-0.537,9.616,5
0.523,-0.542,9.522,5
0.547,-0.608,9.531,4
0.553,-0.646,9.653,5
0.531,-0.581,9.701,5
0.469,-0.537,9.621,5
0.456,-0.499,9.523,5
0.468,-0.494,9.533,5
0.455,-0.464,9.626,5
0.437,-0.461,9.682,5
0.455,-0.485,9.658,5
0.439,-0.478,9.588,5
0.487,-0.513,9.525,5
0.519,-0.569,9.606,5
0.527,-0.572,9.643,5
0.526,-0.583,9.637,5
0.542,-0.608,9.517,5
0.539,-0.578,9.554,5
0.502,-0.546,9.633,5
0.478,-0.516,9.622,5
0.439,-0.457,9.629,4
0.426,-0.455,9.557,5
0.442,-0.493,9.539,5
0.485,-0.515,9.661,5
0.47,-0.515,9.663,5
0.475,-0.506,9.648,5
0.447,-0.513,9.593,5
0.509,-0.529,9.524,5
0.539,-0.592,9.565,5
0.573,-0.643,9.669,5
0.527,-0.603,9.588,5
0.515,-0.581,9.528,5
0.517,-0.539,9.536,5
0.505,-0.529,9.567,5
0.464,-0.498,9.633,5
0.472,-0.463,9.676,5
0.455,-0.413,9.563,5
0.435,-0.462,9.508,5
0.487,-0.524,9.594,4
0.491,-0.555,9.679,5
0.521,-0.561,9.664,5
0.515,-0.583,9.584,5
0.52,-0.59,9.52,5
0.543,-0.593,9.528,5
0.523,-0.622,9.61,5
0.516,-0.587,9.668,5
0.479,-0.548,9.631,5
0.457,-0.492,9.497,5
0.44,-0.478,9.518,5
0.445,-0.489,9.604,5
0.454,-0.464,9.689,5
0.461,-0.463,9.686,5
0.44,-0.474,9.561,5
0.48,-0.509,9.563,5
0.489,-0.586,9.605,5
0.534,-0.6,9.692,5
0.536,-0.605,9.699,4
0.521,-0.613,9.588,5
0.486,-0.62,9.568,5
0.524,-0.622,9.599,5
0.498,-0.589,9.678,5
0.46,-0.482,9.636,5
0.435,-0.446,9.581,5
0.464,-0.445,9.555,5
0.457,-0.461,9.627,5
0.463,-0.507,9.677,5
0.476,-0.506,9.638,5
0.485,-0.51,9.547,5
0.526,-0.578,9.553,5
0.547,-0.595,9.582,5
0.557,-0.622,9.63,5
0.524,-0.62,9.669,5
0.53,-0.594,9.647,5
0.482,-0.554,9.514,5
0.482,-0.52,9.514,4
0.462,-0.493,9.634,5
0.466,-0.46,9.715,5
0.479,-0.447,9.684,5
0.457,-0.444,9.567,5
0.478,-0.477,9.542,5
0.497,-0.51,9.627,5
0.482,-0.572,9.652,5
0.49,-0.551,9.632,5
0.496,-0.578,9.484,5
0.516,-0.602,9.529,5
0.528,-0.588,9.641,5
0.505,-0.537,9.731,5
0.462,-0.483,9.608,5
0.46,-0.464,9.508,5
0.439,-0.488,9.511,5
0.467,-0.487,9.684,5
0.469,-0.478,9.705,4
0.448,-0.466,9.678,5
0.457,-0.492,9.555,5
0.473,-0.517,9.55,5
0.507,-0.564,9.602,5
0.513,-0.607,9.65,5
0.52,-0.58,9.651,5
0.536,-0.532,9.523,5
0.518,-0.57,9.49,5
0.525,-0.576,9.613,5
0.502,-0.531,9.637,5
0.478,-0.488,9.67,5
0.447,-0.466,9.585,5
0.454,-0.457,9.517,5
0.45,-0.477,9.606,5
0.495,-0.506,9.639,5
0.5,-0.498,9.585,5
0.507,-0.505,9.587,5
0.519,-0.551,9.58,4
0.544,-0.604,9.63,5
0.553,-0.598,9.665,5
0.538,-0.578,9.61,5
0.534,-0.585,9.54,5
0.482,-0.548,9.5,5
0.475,-0.548,9.582,5
0.455,-0.478,9.613,5
0.452,-0.441,9.651,5
0.433,-0.392,9.574,5
0.44,-0.427,9.518,5
0.502,-0.525,9.575,5
0.507,-0.552,9.656,5
0.513,-0.538,9.643,5
0.504,-0.567,9.627,5
0.524,-0.574,9.558,5
0.545,-0.607,9.589,5
0.562,-0.611,9.649,5
0.557,-0.593,9.697,4
0.511,-0.524,9.631,5
0.46,-0.509,9.54,5
0.459,-0.516,9.55,5
0.467,-0.517,9.682,5
0.474,-0.496,9.654,5
0.464,-0.462,9.601,5
0.438,-0.449,9.556,5
0.471,-0.51,9.536,5
0.507,-0.555,9.61,5
0.515,-0.57,9.654,5
0.519,-0.576,9.601,5
0.513,-0.593,9.527,5
0.52,-0.596,9.54,5
0.538,-0.605,9.597,5
0.508,-0.543,9.592,5
0.481,-0.474,9.608,5
0.439,-0.451,9.563,5
0.421,-0.447,9.562,4
0.47,-0.482,9.63,5
0.454,-0.499,9.672,5
0.473,-0.496,9.658,5
0.466,-0.514,9.608,5
0.486,-0.579,9.572,5
0.52,-0.631,9.558,5
0.531,-0.628,9.569,5
0.533,-0.613,9.634,5
0.495,-0.558,9.568,5
0.483,-0.541,9.532,5
0.512,-0.53,9.604,5
0.483,-0.504,9.701,5
0.446,-0.465,9.705,5
0.43,-0.432,9.603,5
0.418,-0.453,9.565,5
0.483,-0.512,9.615,5
0.518,-0.554,9.705,5
0.494,-0.568,9.662,4
0.499,-0.568,9.581,5
0.523,-0.593,9.58,5
0.538,-0.631,9.562,5
0.545,-0.62,9.624,5
0.519,-0.597,9.644,5
0.477,-0.526,9.624,5
0.46,-0.504,9.541,5
0.467,-0.441,9.536,5
0.483,-0.478,9.549,5
0.49,-0.462,9.642,5
0.457,-0.439,9.606,5
0.47,-0.468,9.58,5
0.491,-0.527,9.582,5
0.489,-0.58,9.564,5
0.509,-0.599,9.596,5
0.528,-0.575,9.588,5
0.531,-0.584,9.536,4
0.536,-0.613,9.581,5
0.5,-0.595,9.742,5
0.49,-0.53,9.728,5
0.459,-0.473,9.497,5
0.454,-0.443,9.345,5
0.47,-0.45,9.658,5
0.452,-0.497,9.93,5
0.492,-0.507,9.682,5
0.47,-0.485,9.32,5
0.473,-0.48,9.454,5
0.5,-0.523,9.879,5
0.534,-0.616,9.811,5
0.549,-0.64,9.41,5
0.517,-0.6,9.407,5
0.51,-0.582,9.718,5
0.521,-0.543,9.787,5
0.5,-0.519,9.487,5
0.478,-0.499,9.418,4
0.431,-0.469,9.723,5
0.446,-0.447,9.811,5
0.448,-0.436,9.599,5
0.452,-0.483,9.45,5
0.5,-0.543,9.671,5
0.553,-0.543,9.702,5
0.541,-0.555,9.612,5
0.539,-0.582,9.459,5
0.549,-0.61,9.473,5
0.558,-0.616,9.63,5
0.555,-0.58,9.72,5
0.509,-0.547,9.637,5
0.475,-0.506,9.526,5
0.479,-0.515,9.501,5
0.481,-0.501,9.686,5
0.478,-0.489,9.756,5
0.456,-0.467,9.622,5
0.463,-0.483,9.49,4
0.463,-0.533,9.534,5
0.541,-0.585,9.674,5
0.571,-0.627,9.66,5
0.553,-0.584,9.604,5
0.531,-0.586,9.549,5
0.518,-0.604,9.549,5
0.547,-0.594,9.569,5
0.503,-0.566,9.547,5
0.481,-0.5,9.603,5
0.449,-0.437,9.596,5
0.465,-0.43,9.568,5
0.463,-0.468,9.605,5
0.49,-0.48,9.653,5
0.474,-0.505,9.69,5
0.485,-0.545,9.632,5
0.515,-0.552,9.563,5
0.527,-0.606,9.563,5
0.539,-0.612,9.599,4
0.511,-0.624,9.587,5
0.495,-0.556,9.526,5
0.517,-0.535,9.534,5
0.504,-0.529,9.565,5
0.483,-0.488,9.617,5
0.471,-0.451,9.602,5
0.444,-0.41,9.627,5
0.452,-0.415,9.577,5
0.493,-0.484,9.578,5
0.508,-0.531,9.574,5
0.52,-0.534,9.656,5
0.513,-0.577,9.621,5
0.529,-0.588,9.541,5
0.534,-0.617,9.519,5
0.568,-0.633,9.585,5
0.565,-0.629,9.642,5
0.513,-0.573,9.605,5
0.452,-0.554,9.556,4
0.458,-0.52,9.546,5
0.452,-0.483,9.618,5
0.453,-0.485,9.661,5
0.459,-0.472,9.643,5
0.427,-0.461,9.552,5
0.492,-0.536,9.531,5
0.497,-0.565,9.582,5
0.522,-0.607,9.648,5
0.535,-0.58,9.646,5
0.51,-0.592,9.558,5
0.522,-0.595,9.515,5
0.527,-0.593,9.543,5
0.533,-0.579,9.678,5
0.51,-0.501,9.712,5
0.451,-0.427,9.602,5
0.434,-0.458,9.565,5
0.436,-0.449,9.581,4
0.441,-0.479,9.644,5
0.462,-0.494,9.67,5
0.452,-0.496,9.616,5
0.477,-0.573,9.563,5
0.504,-0.588,9.613,5
0.54,-0.598,9.709,5
0.555,-0.596,9.648,5
0.545,-0.543,9.502,5
0.511,-0.51,9.529,5
0.529,-0.527,9.663,5
0.462,-0.516,9.723,5
0.432,-0.479,9.56,5
0.396,-0.432,9.516,5
0.427,-0.405,9.619,5
0.487,-0.462,9.691,5
0.502,-0.489,9.645,5
0.485,-0.513,9.641,5
0.477,-0.531,9.617,4
0.473,-0.554,9.599,5
0.531,-0.6,9.554,5
0.539,-0.624,9.611,5
0.546,-0.584,9.666,5
0.493,-0.557,9.645,5
0.437,-0.511,9.562,5
0.448,-0.512,9.525,5
0.449,-0.489,9.527,5
0.453,-0.478,9.629,5
0.419,-0.474,9.649,5
0.43,-0.475,9.628,5
0.495,-0.506,9.594,5
0.518,-0.548,9.547,5
0.544,-0.599,9.635,5
0.529,-0.577,9.622,5
0.535,-0.609,9.604,5
0.522,-0.602,9.535,5
0.529,-0.612,9.529,4
0.515,-0.566,9.602,5
0.493,-0.517,9.64,5
0.468,-0.478,9.631,5
0.437,-0.439,9.607,5
0.439,-0.474,9.577,5
0.466,-0.491,9.626,5
0.478,-0.474,9.619,5
0.49,-0.479,9.67,5
0.501,-0.519,9.594,5
0.513,-0.584,9.506,5
0.555,-0.611,9.558,5
0.566,-0.636,9.625,5
0.541,-0.601,9.664,5
0.517,-0.559,9.556,5
